02/09/2023,7345,2,1,1,291000
01/09/2023,7344,9,5,2,142800
31/08/2023,7343,7,7,0,235800
30/08/2023,7342,1,5,8,98400
29/08/2023,7341,6,7,6,195600
28/08/2023,7340,6,8,9,104400
27/08/2023,7339,7,1,0,226200
26/08/2023,7338,7,1,9,127800
25/08/2023,7337,7,9,7,138600
24/08/2023,7336,7,2,0,266400
23/08/2023,7335,8,2,1,169800
22/08/2023,7334,6,3,1,282600
21/08/2023,7333,7,3,8,112800
20/08/2023,7332,3,8,5,173400
19/08/2023,7331,3,7,1,114000
18/08/2023,7330,9,9,1,140400
17/08/2023,7329,5,7,4,550200
16/08/2023,7328,7,3,8,115200
15/08/2023,7327,7,4,1,276000
14/08/2023,7326,9,6,0,106800
13/08/2023,7325,0,4,9,115200
12/08/2023,7324,9,1,1,250800
11/08/2023,7323,3,7,3,170400
10/08/2023,7322,7,8,8,114600
09/08/2023,7321,8,9,0,576000
08/08/2023,7320,2,0,8,114600
07/08/2023,7319,8,8,9,100200
06/08/2023,7318,4,6,7,134400
05/08/2023,7317,0,6,0,397800
04/08/2023,7316,1,5,3,92400
03/08/2023,7315,1,8,3,118800
02/08/2023,7314,0,8,7,119400
01/08/2023,7313,8,2,6,135600
31/07/2023,7312,8,9,5,100800
30/07/2023,7311,9,3,6,133200
29/07/2023,7310,8,4,7,80400
28/07/2023,7309,9,8,3,66600
27/07/2023,7308,0,8,7,74400
26/07/2023,7307,2,4,8,66600
25/07/2023,7306,2,0,6,384000
24/07/2023,7305,0,0,9,185400
23/07/2023,7304,1,6,2,181800
22/07/2023,7303,5,2,3,151200
21/07/2023,7302,9,8,1,245400
20/07/2023,7301,6,6,4,143400
19/07/2023,7300,1,6,8,154200
18/07/2023,7299,2,5,8,204600
17/07/2023,7298,1,8,7,108600
16/07/2023,7297,2,8,5,83400
15/07/2023,7296,1,9,5,88800
14/07/2023,7295,5,9,4,97200
13/07/2023,7294,1,5,9,289800
12/07/2023,7293,2,2,5,557400
11/07/2023,7292,8,3,5,110400
10/07/2023,7291,9,9,2,250200
09/07/2023,7290,0,1,3,214800
08/07/2023,7289,3,0,5,148800
07/07/2023,7288,3,8,4,322800
06/07/2023,7287,6,8,0,165600
05/07/2023,7286,3,4,8,166200
04/07/2023,7285,0,3,8,168000
03/07/2023,7284,2,1,7,186000
02/07/2023,7283,2,9,6,190800
01/07/2023,7282,5,0,5,205200
30/06/2023,7281,8,3,1,325200
29/06/2023,7280,1,5,8,165000
28/06/2023,7279,8,1,0,246000
27/06/2023,7278,9,1,3,436200
26/06/2023,7277,1,5,6,128400
25/06/2023,7276,6,4,5,139800
24/06/2023,7275,0,0,9,200400
23/06/2023,7274,5,6,2,288600
22/06/2023,7273,9,1,8,237600
21/06/2023,7272,2,1,0,604200
20/06/2023,7271,5,6,7,165600
19/06/2023,7270,8,6,4,159000
18/06/2023,7269,1,9,5,111600
17/06/2023,7268,8,1,5,106200
16/06/2023,7267,6,1,2,237600
15/06/2023,7266,2,4,1,182400
14/06/2023,7265,6,1,7,130200
13/06/2023,7264,7,7,4,107400
12/06/2023,7263,0,6,4,108000
11/06/2023,7262,2,2,6,268800
10/06/2023,7261,1,6,4,126600
09/06/2023,7260,5,6,4,122400
08/06/2023,7259,9,6,4,110400
07/06/2023,7258,8,7,2,125400
06/06/2023,7257,6,5,5,158400
05/06/2023,7256,7,3,2,155400
04/06/2023,7255,3,6,9,144000
03/06/2023,7254,8,9,9,69000
02/06/2023,7253,5,6,5,135600
01/06/2023,7252,5,8,2,258600
31/05/2023,7251,8,0,9,138600
30/05/2023,7250,5,9,0,112800
29/05/2023,7249,2,4,7,161400
28/05/2023,7248,5,3,0,109800
27/05/2023,7247,4,0,5,156000
25/05/2023,7246,2,6,1,107400
24/05/2023,7245,3,3,3,468600
23/05/2023,7244,9,8,7,228000
22/05/2023,7243,2,2,7,127200
21/05/2023,7242,6,2,7,166800
20/05/2023,7241,3,6,1,126600
19/05/2023,7240,2,6,4,103800
18/05/2023,7239,4,6,9,166800
17/05/2023,7238,9,3,5,100200
16/05/2023,7237,4,3,1,421200
15/05/2023,7236,3,6,6,195000
14/05/2023,7235,0,0,5,223200
13/05/2023,7234,8,9,0,165600
12/05/2023,7233,7,0,4,289800
11/05/2023,7232,5,5,4,166800
10/05/2023,7231,9,0,8,145800
09/05/2023,7230,0,9,1,187200
08/05/2023,7229,3,9,3,125400
07/05/2023,7228,2,9,8,79200
06/05/2023,7227,2,3,8,71400
05/05/2023,7226,5,8,8,120000
04/05/2023,7225,3,3,7,89400
03/05/2023,7224,1,4,4,190200
02/05/2023,7223,8,1,2,149400
01/05/2023,7222,2,5,3,109200
30/04/2023,7221,8,7,5,119400
29/04/2023,7220,1,5,3,96000
28/04/2023,7219,5,8,2,121800
27/04/2023,7218,7,4,7,180600
26/04/2023,7217,2,2,5,273600
25/04/2023,7216,9,3,7,76200
24/04/2023,7215,2,7,1,118200
23/04/2023,7214,4,5,2,123600
22/04/2023,7213,4,7,2,178800
21/04/2023,7212,5,1,7,108000
20/04/2023,7211,3,1,5,142800
19/04/2023,7210,4,1,0,201000
18/04/2023,7209,2,7,4,124800
17/04/2023,7208,2,6,7,57000
16/04/2023,7207,5,1,8,109800
15/04/2023,7206,6,6,1,107400
14/04/2023,7205,9,4,7,133200
13/04/2023,7204,9,8,3,143400
12/04/2023,7203,8,2,8,105600
11/04/2023,7202,1,8,7,83400
10/04/2023,7201,3,6,7,84600
09/04/2023,7200,0,5,5,242400
08/04/2023,7199,5,2,7,121200
07/04/2023,7198,1,1,5,127800
06/04/2023,7197,4,0,7,69600
05/04/2023,7196,8,0,1,133800
04/04/2023,7195,5,2,7,160200
03/04/2023,7194,8,1,8,165600
02/04/2023,7193,7,2,1,240000
01/04/2023,7192,7,3,7,97800
31/03/2023,7191,6,9,8,70200
30/03/2023,7190,9,7,3,146400
29/03/2023,7189,9,4,0,132600
28/03/2023,7188,3,0,2,116400
27/03/2023,7187,5,9,9,58800
26/03/2023,7186,4,8,1,136200
25/03/2023,7185,4,8,8,70800
24/03/2023,7184,4,7,3,75000
23/03/2023,7183,9,2,6,102600
22/03/2023,7182,2,1,3,218400
21/03/2023,7181,8,4,4,130800
20/03/2023,7180,4,2,9,156000
19/03/2023,7179,6,6,7,102600
18/03/2023,7178,2,8,6,82800
17/03/2023,7177,4,2,8,99600
16/03/2023,7176,3,4,5,162600
15/03/2023,7175,9,9,7,91200
14/03/2023,7174,5,6,9,138600
13/03/2023,7173,2,2,5,177600
12/03/2023,7172,6,3,7,81600
11/03/2023,7171,4,6,5,57600
10/03/2023,7170,7,0,7,170400
09/03/2023,7169,2,2,5,204000
08/03/2023,7168,3,1,5,121200
07/03/2023,7167,1,3,2,202200
06/03/2023,7166,4,9,8,73800
05/03/2023,7165,6,8,2,116400
04/03/2023,7164,1,8,7,57000
03/03/2023,7163,2,3,5,90000
02/03/2023,7162,0,1,0,342600
01/03/2023,7161,8,3,8,106200
28/02/2023,7160,1,9,1,208200
27/02/2023,7159,2,2,3,205800
26/02/2023,7158,2,7,4,121800
25/02/2023,7157,2,2,0,237000
24/02/2023,7156,5,0,3,154800
23/02/2023,7155,9,9,8,104400
22/02/2023,7154,2,0,1,147000
21/02/2023,7153,0,2,6,170400
20/02/2023,7152,3,8,0,127800
19/02/2023,7151,6,0,8,96600
18/02/2023,7150,4,7,4,106200
17/02/2023,7149,5,8,4,76800
16/02/2023,7148,4,8,1,96600
15/02/2023,7147,9,6,4,117600
14/02/2023,7146,8,6,7,147600
13/02/2023,7145,2,1,8,135600
12/02/2023,7144,3,2,5,168600
11/02/2023,7143,0,7,5,77400
10/02/2023,7142,9,5,1,163200
09/02/2023,7141,3,3,8,157200
08/02/2023,7140,5,4,8,133200
07/02/2023,7139,7,2,4,213600
06/02/2023,7138,2,2,1,177000
05/02/2023,7137,2,9,8,98400
04/02/2023,7136,2,5,0,173400
03/02/2023,7135,7,2,7,117600
02/02/2023,7134,8,8,5,145200
01/02/2023,7133,6,2,2,141600
31/01/2023,7132,8,9,1,116400
30/01/2023,7131,2,7,0,239400
29/01/2023,7130,1,9,7,72000
28/01/2023,7129,8,5,6,89400
27/01/2023,7128,1,4,8,116400
26/01/2023,7127,2,4,5,98400
25/01/2023,7126,1,0,7,196800
24/01/2023,7125,7,6,5,261000
23/01/2023,7124,8,8,2,175200
22/01/2023,7123,5,3,4,112200
21/01/2023,7122,3,3,5,95400
20/01/2023,7121,5,9,0,115800
19/01/2023,7120,3,9,1,141000
18/01/2023,7119,5,8,5,217200
17/01/2023,7118,1,5,9,118200
16/01/2023,7117,4,0,9,120000
15/01/2023,7116,0,0,1,384000
14/01/2023,7115,7,9,7,143400
13/01/2023,7114,2,3,5,115200
12/01/2023,7113,4,5,2,300600
11/01/2023,7112,7,7,0,241800
10/01/2023,7111,8,5,2,203400
09/01/2023,7110,8,8,4,104400
08/01/2023,7109,6,0,7,88800
07/01/2023,7108,8,9,4,70800
06/01/2023,7107,7,1,1,187800
05/01/2023,7106,9,0,1,136800
04/01/2023,7105,1,3,4,140400
03/01/2023,7104,3,8,2,155400
02/01/2023,7103,1,9,6,94200
01/01/2023,7102,3,3,3,694200
31/12/2022,7101,2,3,3,162600
30/12/2022,7100,6,2,5,135600
29/12/2022,7099,4,0,6,108600
28/12/2022,7098,8,3,8,133200
27/12/2022,7097,5,4,7,148800
26/12/2022,7096,6,2,1,292200
25/12/2022,7095,0,5,1,264600
24/12/2022,7094,2,9,6,70800
23/12/2022,7093,6,9,6,83400
22/12/2022,7092,5,9,9,106800
21/12/2022,7091,5,2,7,145800
20/12/2022,7090,7,6,2,156000
19/12/2022,7089,3,4,0,130200
18/12/2022,7088,8,4,8,93000
17/12/2022,7087,8,9,0,161400
16/12/2022,7086,1,8,8,179400
15/12/2022,7085,3,0,9,121200
14/12/2022,7084,7,1,6,148800
13/12/2022,7083,7,7,5,137400
12/12/2022,7082,2,2,1,324600
11/12/2022,7081,1,4,9,102000
10/12/2022,7080,8,2,9,112800
09/12/2022,7079,5,3,4,112800
08/12/2022,7078,0,0,0,933000
07/12/2022,7077,0,4,0,172200
06/12/2022,7076,7,3,7,126600
05/12/2022,7075,5,6,3,290400
04/12/2022,7074,3,3,9,97800
03/12/2022,7073,4,9,3,64800
02/12/2022,7072,8,8,1,156000
01/12/2022,7071,0,9,3,187800
30/11/2022,7070,1,3,6,115800
29/11/2022,7069,2,0,5,120000
28/11/2022,7068,0,6,4,85200
27/11/2022,7067,1,4,7,97800
26/11/2022,7066,0,1,7,119400
25/11/2022,7065,3,0,9,78000
24/11/2022,7064,0,7,9,193800
23/11/2022,7063,2,6,4,81000
22/11/2022,7062,9,4,2,141000
21/11/2022,7061,7,8,8,141000
20/11/2022,7060,6,4,6,117600
19/11/2022,7059,6,9,7,112200
18/11/2022,7058,3,6,4,78600
17/11/2022,7057,8,5,7,111000
16/11/2022,7056,2,5,1,156600
15/11/2022,7055,4,0,4,161400
14/11/2022,7054,5,4,5,137400
13/11/2022,7053,0,8,6,76800
12/11/2022,7052,8,3,6,73200
11/11/2022,7051,2,1,5,233400
10/11/2022,7050,7,7,2,114000
09/11/2022,7049,5,7,5,123000
08/11/2022,7048,4,8,1,114600
07/11/2022,7047,6,0,6,128400
06/11/2022,7046,5,5,2,147600
05/11/2022,7045,1,2,3,238800
04/11/2022,7044,5,2,3,97200
03/11/2022,7043,2,2,0,363000
02/11/2022,7042,8,5,4,92400
01/11/2022,7041,4,7,3,167400
31/10/2022,7040,8,1,3,163800
30/10/2022,7039,9,0,6,88200
29/10/2022,7038,4,7,8,77400
28/10/2022,7037,4,5,4,136800
27/10/2022,7036,8,4,7,154800
26/10/2022,7035,4,5,3,99000
25/10/2022,7034,1,6,1,133200
24/10/2022,7033,2,9,5,115800
23/10/2022,7032,3,5,4,99600
22/10/2022,7031,0,3,4,111600
21/10/2022,7030,8,2,4,98400
20/10/2022,7029,3,1,5,137400
19/10/2022,7028,7,0,5,100200
18/10/2022,7027,8,5,3,140400
17/10/2022,7026,6,5,0,142200
16/10/2022,7025,1,1,2,151800
15/10/2022,7024,6,3,9,95400
14/10/2022,7023,8,7,0,140400
13/10/2022,7022,9,2,1,192000
12/10/2022,7021,4,0,4,165600
11/10/2022,7020,0,5,4,149400
10/10/2022,7019,0,7,2,262800
09/10/2022,7018,3,6,5,118200
08/10/2022,7017,6,9,9,79800
07/10/2022,7016,7,7,9,96000
06/10/2022,7015,1,0,2,240000
05/10/2022,7014,2,0,8,107400
04/10/2022,7013,6,6,0,90000
03/10/2022,7012,7,0,8,133800
02/10/2022,7011,7,1,3,169800
01/10/2022,7010,1,5,0,145800
30/09/2022,7009,2,8,6,80400
29/09/2022,7008,7,1,0,228000
28/09/2022,7007,9,1,1,168600
27/09/2022,7006,2,3,7,114600
25/09/2022,7005,0,6,9,88200
24/09/2022,7004,8,5,5,133800
23/09/2022,7003,5,5,0,195000
22/09/2022,7002,9,5,2,146400
21/09/2022,7001,4,8,4,97800
20/09/2022,7000,8,0,1,274200
19/09/2022,6999,9,2,4,153000
18/09/2022,6998,8,3,6,160800
17/09/2022,6997,6,2,0,373200
16/09/2022,6996,6,1,9,122400
15/09/2022,6995,2,5,3,118800
14/09/2022,6994,7,5,2,202800
13/09/2022,6993,6,6,0,202800
12/09/2022,6992,6,5,8,76800
11/09/2022,6991,6,7,2,87600
10/09/2022,6990,0,5,0,253800
09/09/2022,6989,5,8,3,69600
08/09/2022,6988,0,3,1,224400
07/09/2022,6987,5,1,2,121200
06/09/2022,6986,5,5,1,163800
05/09/2022,6985,8,8,2,123000
04/09/2022,6984,0,9,2,105000
03/09/2022,6983,1,2,0,156600
02/09/2022,6982,2,6,4,93600
01/09/2022,6981,0,7,3,85800
31/08/2022,6980,9,6,9,106800
30/08/2022,6979,1,2,9,139200
29/08/2022,6978,4,9,0,78000
28/08/2022,6977,6,5,1,136800
27/08/2022,6976,3,4,2,105000
26/08/2022,6975,3,4,1,130200
25/08/2022,6974,6,1,1,162000
24/08/2022,6973,9,9,8,141000
23/08/2022,6972,9,7,8,159000
22/08/2022,6971,9,7,7,117600
21/08/2022,6970,7,7,2,112800
20/08/2022,6969,4,7,0,161400
19/08/2022,6968,4,1,2,147000
18/08/2022,6967,3,2,3,180600
17/08/2022,6966,3,0,3,213000
16/08/2022,6965,6,8,5,141600
15/08/2022,6964,6,5,3,151200
14/08/2022,6963,0,1,3,122400
13/08/2022,6962,7,9,3,58200
12/08/2022,6961,5,8,9,65400
11/08/2022,6960,7,4,0,162000
10/08/2022,6959,1,6,0,87600
09/08/2022,6958,6,7,9,118200
08/08/2022,6957,5,3,4,88200
07/08/2022,6956,0,5,1,333000
05/08/2022,6955,5,0,5,172200
04/08/2022,6954,1,0,9,161400
03/08/2022,6953,6,1,7,94200
02/08/2022,6952,7,6,9,169200
01/08/2022,6951,1,5,0,186000
31/07/2022,6950,2,7,6,79800
30/07/2022,6949,4,5,3,97200
29/07/2022,6948,2,7,0,240600
28/07/2022,6947,6,7,2,109200
27/07/2022,6946,8,2,4,108600
26/07/2022,6945,0,0,1,313200
25/07/2022,6944,1,2,2,164400
24/07/2022,6943,5,7,1,78600
23/07/2022,6942,0,7,5,50400
22/07/2022,6941,3,5,0,82800
21/07/2022,6940,1,9,1,132600
20/07/2022,6939,9,2,6,101400
19/07/2022,6938,9,0,5,169800
18/07/2022,6937,8,2,3,90000
17/07/2022,6936,2,1,8,120000
16/07/2022,6935,4,6,9,57600
15/07/2022,6934,4,5,6,161400
14/07/2022,6933,0,7,4,132600
13/07/2022,6932,0,7,0,237600
12/07/2022,6931,7,2,7,156600
11/07/2022,6930,3,3,9,130800
10/07/2022,6929,1,9,3,120000
09/07/2022,6928,2,3,8,60000
08/07/2022,6927,9,2,2,189000
07/07/2022,6926,5,5,1,173400
06/07/2022,6925,6,1,6,127200
05/07/2022,6924,8,3,7,115800
04/07/2022,6923,8,8,1,145800
03/07/2022,6922,1,4,6,89400
02/07/2022,6921,9,1,1,116400
01/07/2022,6920,6,5,1,192600
30/06/2022,6919,7,8,6,151800
29/06/2022,6918,8,6,2,144000
28/06/2022,6917,0,2,9,120600
27/06/2022,6916,0,9,4,51600
26/06/2022,6915,3,1,7,152400
25/06/2022,6914,2,1,2,175200
24/06/2022,6913,0,6,9,66600
23/06/2022,6912,7,9,3,83400
22/06/2022,6911,1,2,3,272400
21/06/2022,6910,0,7,4,118200
20/06/2022,6909,2,0,2,134400
19/06/2022,6908,3,5,2,99000
18/06/2022,6907,4,4,8,49200
17/06/2022,6906,3,2,4,144600
16/06/2022,6905,9,5,1,143400
15/06/2022,6904,0,8,0,122400
14/06/2022,6903,2,1,7,141000
13/06/2022,6902,6,6,1,228600
12/06/2022,6901,1,8,7,121800
11/06/2022,6900,0,0,8,93000
10/06/2022,6899,5,9,1,99000
09/06/2022,6898,6,4,5,123600
08/06/2022,6897,1,8,4,94200
07/06/2022,6896,4,7,0,247200
06/06/2022,6895,8,1,4,93000
05/06/2022,6894,5,2,7,81600
03/06/2022,6893,9,4,3,96600
02/06/2022,6892,2,2,4,192000
01/06/2022,6891,0,5,0,249600
31/05/2022,6890,7,2,0,227400
30/05/2022,6889,5,6,2,174000
29/05/2022,6888,9,4,8,65400
28/05/2022,6887,5,5,2,108600
27/05/2022,6886,5,5,9,72000
26/05/2022,6885,4,0,9,73800
25/05/2022,6884,1,9,8,76800
24/05/2022,6883,8,5,3,116400
23/05/2022,6882,6,9,8,72000
22/05/2022,6881,7,7,2,118200
21/05/2022,6880,5,6,8,65400
20/05/2022,6879,7,1,9,108000
19/05/2022,6878,4,6,4,100200
18/05/2022,6877,3,4,5,118800
17/05/2022,6876,8,9,0,127200
16/05/2022,6875,3,0,6,112200
15/05/2022,6874,7,1,0,213600
14/05/2022,6873,6,9,0,145800
13/05/2022,6872,1,1,5,104400
12/05/2022,6871,7,2,9,143400
11/05/2022,6870,1,5,7,106200
10/05/2022,6869,7,5,4,103200
09/05/2022,6868,0,6,1,144600
08/05/2022,6867,8,1,9,120600
07/05/2022,6866,5,8,4,55800
06/05/2022,6865,2,9,3,82200
05/05/2022,6864,1,8,0,55800
04/05/2022,6863,9,2,0,180000
03/05/2022,6862,9,6,0,89400
02/05/2022,6861,5,2,8,148800
01/05/2022,6860,7,0,8,87000
30/04/2022,6859,2,0,2,114000
29/04/2022,6858,9,9,3,61200
28/04/2022,6857,5,2,9,85800
27/04/2022,6856,6,0,6,108000
26/04/2022,6855,0,7,5,147000
25/04/2022,6854,6,0,9,128400
24/04/2022,6853,0,5,6,123000
23/04/2022,6852,9,4,2,97800
21/04/2022,6851,8,9,9,85800
20/04/2022,6850,3,2,4,155400
19/04/2022,6849,9,9,5,79200
18/04/2022,6848,3,7,0,104400
17/04/2022,6847,5,9,4,127200
16/04/2022,6846,2,1,0,406200
15/04/2022,6845,1,7,6,67200
14/04/2022,6844,3,8,3,100800
13/04/2022,6843,1,1,0,297000
12/04/2022,6842,5,1,8,109800
11/04/2022,6841,5,6,1,175800
10/04/2022,6840,4,2,5,192600
09/04/2022,6839,5,5,1,138000
08/04/2022,6838,3,0,2,145800
07/04/2022,6837,7,9,8,122400
06/04/2022,6836,0,9,0,152400
05/04/2022,6835,0,6,5,96600
04/04/2022,6834,2,4,1,145200
03/04/2022,6833,8,8,8,676200
02/04/2022,6832,4,2,2,218400
01/04/2022,6831,4,1,4,159600
31/03/2022,6830,9,9,3,87600
30/03/2022,6829,5,2,0,169800
29/03/2022,6828,0,4,1,66600
28/03/2022,6827,7,6,2,114600
27/03/2022,6826,5,6,9,97800
26/03/2022,6825,7,2,6,42600
25/03/2022,6824,4,9,1,61800
24/03/2022,6823,3,2,5,115200
23/03/2022,6822,1,8,9,105000
22/03/2022,6821,2,3,1,213000
21/03/2022,6820,1,2,2,175800
20/03/2022,6819,3,7,5,75000
19/03/2022,6818,7,5,3,149400
18/03/2022,6817,0,2,6,108600
17/03/2022,6816,7,2,0,212400
16/03/2022,6815,3,3,1,265200
15/03/2022,6814,7,4,7,146400
14/03/2022,6813,8,8,6,157800
13/03/2022,6812,6,3,2,104400
12/03/2022,6811,9,7,9,96600
11/03/2022,6810,5,2,4,130800
10/03/2022,6809,4,4,2,222600
09/03/2022,6808,8,4,9,82200
08/03/2022,6807,4,2,4,192000
07/03/2022,6806,5,6,4,82800
06/03/2022,6805,4,2,8,103800
05/03/2022,6804,7,4,5,80400
04/03/2022,6803,4,9,9,58800
03/03/2022,6802,7,7,9,115200
02/03/2022,6801,9,1,4,108000
01/03/2022,6800,3,9,3,85800
28/02/2022,6799,2,8,1,217200
27/02/2022,6798,1,9,1,103200
26/02/2022,6797,3,6,9,103200
25/02/2022,6796,2,2,7,71400
24/02/2022,6795,3,9,0,84600
23/02/2022,6794,5,5,3,112800
22/02/2022,6793,1,5,4,84000
21/02/2022,6792,1,7,9,96600
20/02/2022,6791,1,9,7,79200
19/02/2022,6790,4,4,3,108600
18/02/2022,6789,7,3,9,103200
17/02/2022,6788,5,8,3,129000
16/02/2022,6787,1,1,5,188400
15/02/2022,6786,6,6,4,112800
14/02/2022,6785,8,5,1,190200
13/02/2022,6784,5,9,6,91800
12/02/2022,6783,7,5,3,158400
11/02/2022,6782,3,6,3,96000
10/02/2022,6781,6,7,7,102600
09/02/2022,6780,1,9,6,72000
08/02/2022,6779,4,7,6,76800
07/02/2022,6778,7,6,3,127200
06/02/2022,6777,8,7,7,130800
05/02/2022,6776,7,3,0,79200
04/02/2022,6775,4,1,4,150600
03/02/2022,6774,8,1,8,109800
02/02/2022,6773,5,3,9,86400
01/02/2022,6772,5,2,5,223200
31/01/2022,6771,8,5,2,161400
30/01/2022,6770,0,1,8,135600
29/01/2022,6769,6,0,4,110400
28/01/2022,6768,4,2,3,100800
27/01/2022,6767,4,1,6,113400
26/01/2022,6766,4,7,0,76200
25/01/2022,6765,0,3,3,117000
24/01/2022,6764,9,6,9,94800
23/01/2022,6763,3,5,6,145200
22/01/2022,6762,3,3,0,120600
21/01/2022,6761,7,8,1,90600
20/01/2022,6760,1,8,9,93000
19/01/2022,6759,1,9,9,82800
18/01/2022,6758,4,6,4,118200
17/01/2022,6757,7,8,0,103800
16/01/2022,6756,8,5,1,141600
15/01/2022,6755,3,5,4,116400
14/01/2022,6754,9,5,8,60000
13/01/2022,6753,1,3,0,234600
12/01/2022,6752,1,0,9,135600
11/01/2022,6751,3,7,3,109800
10/01/2022,6750,3,1,9,155400
09/01/2022,6749,5,9,5,92400
08/01/2022,6748,6,0,7,79800
07/01/2022,6747,9,6,3,166200
06/01/2022,6746,3,2,7,104400
05/01/2022,6745,2,6,2,118200
04/01/2022,6744,2,2,3,96600
03/01/2022,6743,7,2,4,174600
02/01/2022,6742,2,2,3,103800
01/01/2022,6741,7,9,8,63000
31/12/2021,6740,7,2,0,146400
30/12/2021,6739,0,8,4,120000
29/12/2021,6738,0,7,3,145800
28/12/2021,6737,1,2,4,135000
27/12/2021,6736,9,8,6,93000
26/12/2021,6735,3,5,1,112800
25/12/2021,6734,6,4,2,165000
24/12/2021,6733,8,0,2,153000
23/12/2021,6732,8,0,9,119400
22/12/2021,6731,6,2,2,103800
21/12/2021,6730,3,6,2,126000
20/12/2021,6729,9,2,1,162000
19/12/2021,6728,5,3,1,182400
18/12/2021,6727,4,0,8,66000
17/12/2021,6726,2,7,0,116400
16/12/2021,6725,7,1,8,84000
15/12/2021,6724,1,8,4,87000
14/12/2021,6723,7,8,7,141600
13/12/2021,6722,8,6,2,139800
12/12/2021,6721,9,5,7,389400
11/12/2021,6720,8,7,4,97200
10/12/2021,6719,0,2,6,126000
09/12/2021,6718,0,2,8,115800
08/12/2021,6717,4,8,1,123600
07/12/2021,6716,8,2,5,127800
06/12/2021,6715,3,4,7,88800
05/12/2021,6714,5,5,8,88800
04/12/2021,6713,8,8,2,149400
03/12/2021,6712,6,0,3,132600
02/12/2021,6711,2,0,5,128400
01/12/2021,6710,1,5,9,113400
30/11/2021,6709,0,9,5,81600
29/11/2021,6708,4,6,7,96000
28/11/2021,6707,0,5,5,157200
27/11/2021,6706,1,0,8,97200
26/11/2021,6705,1,8,9,84600
25/11/2021,6704,0,7,6,84600
24/11/2021,6703,2,8,9,73800
23/11/2021,6702,8,1,5,111600
22/11/2021,6701,7,1,2,151200
21/11/2021,6700,9,7,0,100800
20/11/2021,6699,2,8,5,46200
19/11/2021,6698,8,5,7,77400
18/11/2021,6697,6,6,5,91800
17/11/2021,6696,5,3,9,103800
16/11/2021,6695,9,3,8,190800
15/11/2021,6694,5,9,4,87000
14/11/2021,6693,4,2,8,90000
13/11/2021,6692,9,6,5,84000
12/11/2021,6691,2,7,7,93600
11/11/2021,6690,0,6,6,97800
10/11/2021,6689,0,5,0,225600
09/11/2021,6688,9,6,9,118800
08/11/2021,6687,2,4,1,133800
07/11/2021,6686,1,9,9,90000
06/11/2021,6685,4,4,0,149400
05/11/2021,6684,3,8,4,76800
04/11/2021,6683,0,9,4,124200
03/11/2021,6682,6,7,3,99000
02/11/2021,6681,6,5,9,99600
01/11/2021,6680,7,5,8,62400
31/10/2021,6679,7,6,0,142800
30/10/2021,6678,0,4,1,60000
29/10/2021,6677,7,4,1,214200
28/10/2021,6676,8,6,1,129600
27/10/2021,6675,6,7,2,93600
